team,event,game,time
Tweleve Pack,loss,Kyoryuful Boyfriend,2020-10-30 20:27:26
Time Vultures,loss,Codemanes,2020-10-30 20:27:29
Time Vultures,loss,Codemanes,2020-10-30 20:27:51
Time Vultures,loss,Codemanes,2020-10-30 20:28:34
The Surprise Birthday Infiltrators,loss,Tateroids,2020-10-30 20:28:44
Whatever,abandoned,Tateroids,2020-10-30 20:28:59
NullPointerException,loss,Tateroids,2020-10-30 20:29:07
!,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:29:15
Whatever,abandoned,Tateroids,2020-10-30 20:29:33
X-Potatoes,first_win_end,Mutant Meeples on Ice,2020-10-30 20:30:03
NullPointerException,abandoned,Tateroids,2020-10-30 20:30:08
!,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-30 20:30:11
Whatever,abandoned,Tateroids,2020-10-30 20:30:47
Birthday Cardex,loss,Tateroids,2020-10-30 20:31:01
The Surprise Birthday Infiltrators,loss,Tateroids,2020-10-30 20:31:10
Birthday Cardex,loss,Tateroids,2020-10-30 20:32:21
X-Potatoes,abandoned,Mahjong Madness,2020-10-30 20:32:48
NullPointerException,abandoned,Codemanes,2020-10-30 20:32:58
Gawey Buwsey,abandoned,Mutant Meeples on Ice,2020-10-30 20:32:59
Birthday Cardex,loss,Tateroids,2020-10-30 20:33:05
NullPointerException,loss,Tateroids,2020-10-30 20:33:13
NullPointerException,loss,Tateroids,2020-10-30 20:34:50
Whatever,loss,Tateroids,2020-10-30 20:35:07
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:36:15
Whatever,abandoned,Tateroids,2020-10-30 20:36:18
The Surprise Birthday Infiltrators,loss,Tateroids,2020-10-30 20:36:20
NullPointerException,loss,Tateroids,2020-10-30 20:36:38
Whatever,loss,Tateroids,2020-10-30 20:36:40
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:36:43
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:37:18
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:37:54
NullPointerException,abandoned,Tateroids,2020-10-30 20:38:38
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:39:06
NullPointerException,abandoned,Tateroids,2020-10-30 20:39:50
Whatever,loss,Marineteam,2020-10-30 20:40:16
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:40:29
Whatever,abandoned,Marineteam,2020-10-30 20:40:52
The Surprise Birthday Infiltrators,loss,Tateroids,2020-10-30 20:41:32
Whatever,loss,Marineteam,2020-10-30 20:41:40
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:42:45
Whatever,win_start,Marineteam,2020-10-30 20:44:17
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:44:57
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 20:46:09
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:46:33
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:47:05
"Mise, tings, gas, good, gamery, etc.",abandoned,Kyoryuful Boyfriend,2020-10-30 20:50:27
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 20:50:54
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:56:13
Halibut That Bass,loss,Codemanes,2020-10-30 20:56:14
Halibut That Bass,loss,Codemanes,2020-10-30 20:56:38
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:57:02
Halibut That Bass,loss,Codemanes,2020-10-30 20:57:08
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:57:29
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 20:57:55
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 20:58:21
Halibut That Bass,abandoned,Mutant Meeples on Ice,2020-10-30 21:00:24
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:01:35
Moose Capers*,abandoned,Mutant Meeples on Ice,2020-10-30 21:04:52
"Mise, tings, gas, good, gamery, etc.",abandoned,Kyoryuful Boyfriend,2020-10-30 21:07:11
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:07:26
tsunami flowerpot,loss,Codemanes,2020-10-30 21:13:24
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:13:56
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 21:19:23
"Mise, tings, gas, good, gamery, etc.",abandoned,Kyoryuful Boyfriend,2020-10-30 21:22:12
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:22:23
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 21:23:02
Duck Gizzards,win_start,Mahjong Madness,2020-10-30 21:24:44
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:25:34
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 21:26:32
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 21:27:33
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 21:28:15
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:28:28
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",loss,Ducky Crossing: Fishing Adventure!,2020-10-30 21:29:38
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:30:47
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 21:30:58
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-30 21:33:24
"Mukuro Ikusaba.Thesixteenthstudent,lyinghiddensomewhereinthisschoolTheonetheycalltheUltimateDespair",abandoned,Ducky Crossing: Fishing Adventure!,2020-10-30 21:34:33
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:34:34
NullPointerException,loss,Tateroids,2020-10-30 21:36:40
NullPointerException,loss,Tateroids,2020-10-30 21:37:33
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:38:03
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:43:11
"Mise, tings, gas, good, gamery, etc.",loss,Kyoryuful Boyfriend,2020-10-30 21:54:18
Technicality No Down Boo Over,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 21:57:33
Globe Otters,loss,Tateroids,2020-10-30 22:03:04
"Mise, tings, gas, good, gamery, etc.",win_start,Kyoryuful Boyfriend,2020-10-30 22:04:35
Globe Otters,loss,Tateroids,2020-10-30 22:07:49
"Mise, tings, gas, good, gamery, etc.",first_win_end,Kyoryuful Boyfriend,2020-10-30 22:09:00
"Mise, tings, gas, good, gamery, etc.",abandoned,Kyoryuful Boyfriend,2020-10-30 22:09:03
NullPointerException,loss,Tateroids,2020-10-30 22:10:16
Globe Otters,loss,Tateroids,2020-10-30 22:11:52
Globe Otters,abandoned,Tateroids,2020-10-30 22:13:10
NullPointerException,loss,Tateroids,2020-10-30 22:13:50
NullPointerException,loss,Tateroids,2020-10-30 22:15:25
Globe Otters,loss,Tateroids,2020-10-30 22:16:16
Birthday Cardex,loss,Tateroids,2020-10-30 22:17:35
Globe Otters,loss,Tateroids,2020-10-30 22:17:55
NullPointerException,loss,Tateroids,2020-10-30 22:19:11
Birthday Cardex,loss,Tateroids,2020-10-30 22:19:31
More About Vikings,loss,Tateroids,2020-10-30 22:19:39
Singles Ready to Stay Inside,loss,Kyoryuful Boyfriend,2020-10-30 22:20:49
Halibut That Bass,abandoned,Tateroids,2020-10-30 22:21:16
Whatever,loss,Tateroids,2020-10-30 22:21:18
The Inedibles,loss,Tateroids,2020-10-30 22:21:23
NullPointerException,loss,Tateroids,2020-10-30 22:22:05
The Inedibles,loss,Tateroids,2020-10-30 22:22:21
Globe Otters,loss,Tateroids,2020-10-30 22:22:27
The Inedibles,loss,Tateroids,2020-10-30 22:23:17
Halibut That Bass,abandoned,Mutant Meeples on Ice,2020-10-30 22:23:39
Singles Ready to Stay Inside,loss,Kyoryuful Boyfriend,2020-10-30 22:24:09
Singles Ready to Stay Inside,loss,Marineteam,2020-10-30 22:24:18
NullPointerException,win_start,Tateroids,2020-10-30 22:25:34
NullPointerException,first_win_end,Tateroids,2020-10-30 22:27:06
The Inedibles,abandoned,Tateroids,2020-10-30 22:27:11
Globe Otters,loss,Tateroids,2020-10-30 22:27:31
The Inedibles,loss,Tateroids,2020-10-30 22:28:28
Globe Otters,loss,Tateroids,2020-10-30 22:29:40
Globe Otters,win_start,Tateroids,2020-10-30 22:31:45
Globe Otters,first_win_end,Tateroids,2020-10-30 22:33:30
Tweleve Pack,abandoned,Kyoryuful Boyfriend,2020-10-30 22:33:47
Globe Otters,abandoned,Tateroids,2020-10-30 22:34:14
Tweleve Pack,loss,Kyoryuful Boyfriend,2020-10-30 22:34:32
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 22:34:42
Whatever,loss,Tateroids,2020-10-30 22:36:23
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 22:36:36
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 22:37:42
Tweleve Pack,abandoned,Kyoryuful Boyfriend,2020-10-30 22:38:18
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 22:39:00
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 22:40:20
Tweleve Pack,loss,Kyoryuful Boyfriend,2020-10-30 22:40:29
Globe Otters,loss,Codemanes,2020-10-30 22:41:27
Whatever,abandoned,Tateroids,2020-10-30 22:41:36
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 22:42:02
Whatever,win_start,Tateroids,2020-10-30 22:42:05
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 22:43:15
Tweleve Pack,loss,Kyoryuful Boyfriend,2020-10-30 22:43:19
Whatever,first_win_end,Tateroids,2020-10-30 22:43:42
Halibut That Bass,loss,Tateroids,2020-10-30 22:44:21
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 22:44:26
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 22:45:34
Halibut That Bass,loss,Tateroids,2020-10-30 22:46:32
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 22:46:43
tfti,abandoned,Mutant Meeples on Ice,2020-10-30 22:47:17
Flower Power,abandoned,Mutant Meeples on Ice,2020-10-30 22:47:49
Halibut That Bass,abandoned,Tateroids,2020-10-30 22:49:06
Whatever,first_win_end,Marineteam,2020-10-30 22:51:42
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 22:57:06
Halibut That Bass,loss,Tateroids,2020-10-30 22:57:39
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 22:58:14
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 22:59:26
Halibut That Bass,abandoned,Tateroids,2020-10-30 23:00:17
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 23:01:01
French Fries,loss,Codemanes,2020-10-30 23:01:45
Halibut That Bass,abandoned,Mutant Meeples on Ice,2020-10-30 23:02:14
French Fries,loss,Codemanes,2020-10-30 23:02:23
Halibut That Bass,loss,Marineteam,2020-10-30 23:04:03
French Fries,loss,Codemanes,2020-10-30 23:04:04
Tweleve Pack,loss,Kyoryuful Boyfriend,2020-10-30 23:04:18
French Fries,loss,Codemanes,2020-10-30 23:04:34
Halibut That Bass,abandoned,Marineteam,2020-10-30 23:04:46
Halibut That Bass,loss,Marineteam,2020-10-30 23:05:25
French Fries,loss,Codemanes,2020-10-30 23:05:57
French Fries,loss,Codemanes,2020-10-30 23:06:14
Halibut That Bass,loss,Marineteam,2020-10-30 23:06:40
French Fries,loss,Codemanes,2020-10-30 23:06:53
Halibut That Bass,abandoned,Marineteam,2020-10-30 23:07:27
Halibut That Bass,abandoned,Marineteam,2020-10-30 23:07:35
Halibut That Bass,loss,Marineteam,2020-10-30 23:07:49
French Fries,loss,Codemanes,2020-10-30 23:08:06
Tweleve Pack,loss,Kyoryuful Boyfriend,2020-10-30 23:08:42
Halibut That Bass,abandoned,Marineteam,2020-10-30 23:09:30
Halibut That Bass,abandoned,Marineteam,2020-10-30 23:09:42
Halibut That Bass,loss,Marineteam,2020-10-30 23:09:49
French Fries,loss,Codemanes,2020-10-30 23:10:00
French Fries,loss,Codemanes,2020-10-30 23:11:06
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 23:11:50
French Fries,loss,Codemanes,2020-10-30 23:12:17
Halibut That Bass,loss,Marineteam,2020-10-30 23:13:31
Tweleve Pack,loss,Kyoryuful Boyfriend,2020-10-30 23:13:48
French Fries,loss,Codemanes,2020-10-30 23:14:09
French Fries,loss,Codemanes,2020-10-30 23:15:30
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 23:16:36
French Fries,loss,Codemanes,2020-10-30 23:16:51
French Fries,loss,Codemanes,2020-10-30 23:18:12
French Fries,loss,Codemanes,2020-10-30 23:19:34
French Fries,loss,Codemanes,2020-10-30 23:20:15
French Fries,loss,Codemanes,2020-10-30 23:21:39
French Fries,loss,Codemanes,2020-10-30 23:23:10
French Fries,loss,Codemanes,2020-10-30 23:24:12
French Fries,loss,Codemanes,2020-10-30 23:25:23
French Fries,loss,Codemanes,2020-10-30 23:26:43
Sleep Deprivation,abandoned,Mahjong Madness,2020-10-30 23:27:11
French Fries,loss,Codemanes,2020-10-30 23:28:15
French Fries,loss,Codemanes,2020-10-30 23:28:42
French Fries,loss,Codemanes,2020-10-30 23:30:13
French Fries,loss,Codemanes,2020-10-30 23:31:40
Tweleve Pack,abandoned,Kyoryuful Boyfriend,2020-10-30 23:31:51
French Fries,loss,Codemanes,2020-10-30 23:32:42
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 23:32:45
Tweleve Pack,loss,Kyoryuful Boyfriend,2020-10-30 23:33:19
Team Blutarsky,loss,Kyoryuful Boyfriend,2020-10-30 23:34:35
French Fries,loss,Codemanes,2020-10-30 23:34:48
French Fries,loss,Codemanes,2020-10-30 23:35:32
Tweleve Pack,loss,Kyoryuful Boyfriend,2020-10-30 23:36:28
French Fries,loss,Codemanes,2020-10-30 23:37:17
The Overthinkers,abandoned,Mutant Meeples on Ice,2020-10-30 23:37:30
Team Blutarsky,loss,Kyoryuful Boyfriend,2020-10-30 23:37:51
The Overthinkers,abandoned,Mutant Meeples on Ice,2020-10-30 23:39:17
French Fries,loss,Codemanes,2020-10-30 23:39:32
Team Blutarsky,loss,Kyoryuful Boyfriend,2020-10-30 23:40:44
tfti,abandoned,Mutant Meeples on Ice,2020-10-30 23:40:51
French Fries,loss,Codemanes,2020-10-30 23:41:03
Trapped by Puzzles,loss,Codemanes,2020-10-30 23:41:27
French Fries,loss,Codemanes,2020-10-30 23:42:23
Team Blutarsky,abandoned,Kyoryuful Boyfriend,2020-10-30 23:43:33
French Fries,loss,Codemanes,2020-10-30 23:43:52
French Fries,loss,Codemanes,2020-10-30 23:44:41
French Fries,loss,Codemanes,2020-10-30 23:45:50
French Fries,loss,Codemanes,2020-10-30 23:47:56
French Fries,loss,Codemanes,2020-10-30 23:49:50
French Fries,loss,Codemanes,2020-10-30 23:50:23
Just Ritz,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 23:51:30
French Fries,loss,Codemanes,2020-10-30 23:52:11
Just Ritz,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 23:52:26
French Fries,loss,Codemanes,2020-10-30 23:52:56
Just Ritz,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 23:53:27
Just Ritz,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 23:53:55
French Fries,loss,Codemanes,2020-10-30 23:54:11
Just Ritz,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 23:55:01
French Fries,loss,Codemanes,2020-10-30 23:55:13
Team Blutarsky,loss,Kyoryuful Boyfriend,2020-10-30 23:55:50
French Fries,loss,Codemanes,2020-10-30 23:56:14
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 23:56:39
Trapped by Puzzles,loss,Codemanes,2020-10-30 23:57:22
Just Ritz,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 23:57:48
Trapped by Puzzles,loss,Codemanes,2020-10-30 23:58:38
Just Ritz,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:00:01
Trapped by Puzzles,loss,Codemanes,2020-10-31 00:00:04
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:00:04
Tweleve Pack,abandoned,Kyoryuful Boyfriend,2020-10-31 00:00:08
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 00:01:35
Team Blutarsky,loss,Kyoryuful Boyfriend,2020-10-31 00:02:16
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:02:30
Just Ritz,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-31 00:02:43
∫ntegrals,loss,Barbie's Murder Party at House on the Hill,2020-10-31 00:03:32
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:03:56
Felonius Ferrets,loss,Codemanes,2020-10-31 00:05:14
∫ntegrals,loss,Barbie's Murder Party at House on the Hill,2020-10-31 00:06:37
Felonius Ferrets,loss,Codemanes,2020-10-31 00:06:53
Felonius Ferrets,loss,Tateroids,2020-10-31 00:06:58
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:07:47
Felonius Ferrets,loss,Tateroids,2020-10-31 00:08:21
∫ntegrals,loss,Barbie's Murder Party at House on the Hill,2020-10-31 00:08:45
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:10:40
Felonius Ferrets,loss,Tateroids,2020-10-31 00:11:39
∫ntegrals,loss,Barbie's Murder Party at House on the Hill,2020-10-31 00:12:46
Felonius Ferrets,loss,Codemanes,2020-10-31 00:12:52
The Overthinkers,abandoned,Mutant Meeples on Ice,2020-10-31 00:13:09
Inert Oaken Heron,abandoned,Mahjong Madness,2020-10-31 00:14:24
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:15:06
shipit-parrot.gif,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-31 00:15:38
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:15:38
Jules-Auguste,loss,Codemanes,2020-10-31 00:15:44
tfti,abandoned,Mutant Meeples on Ice,2020-10-31 00:15:53
Jules-Auguste,loss,Codemanes,2020-10-31 00:16:47
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:17:00
∫ntegrals,win_start,Barbie's Murder Party at House on the Hill,2020-10-31 00:17:01
Jules-Auguste,loss,Codemanes,2020-10-31 00:17:19
Jules-Auguste,loss,Codemanes,2020-10-31 00:18:01
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:18:23
Team Blutarsky,loss,Kyoryuful Boyfriend,2020-10-31 00:18:50
Jules-Auguste,loss,Codemanes,2020-10-31 00:18:56
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:19:11
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:20:49
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:21:04
Jules-Auguste,abandoned,Codemanes,2020-10-31 00:21:08
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:23:21
simplicissimus,loss,Kyoryuful Boyfriend,2020-10-31 00:23:29
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:24:44
Team Blutarsky,loss,Kyoryuful Boyfriend,2020-10-31 00:25:02
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 00:25:09
Belmonsters,loss,Tateroids,2020-10-31 00:26:13
simplicissimus,abandoned,Kyoryuful Boyfriend,2020-10-31 00:26:28
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:26:32
∫ntegrals,first_win_end,Barbie's Murder Party at House on the Hill,2020-10-31 00:26:48
∫ntegrals,abandoned,Barbie's Murder Party at House on the Hill,2020-10-31 00:26:50
Belmonsters,loss,Tateroids,2020-10-31 00:27:45
shipit-parrot.gif,abandoned,Codemanes,2020-10-31 00:28:01
simplicissimus,abandoned,Marineteam,2020-10-31 00:28:19
simplicissimus,loss,Kyoryuful Boyfriend,2020-10-31 00:28:22
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:29:05
Team Blutarsky,loss,Kyoryuful Boyfriend,2020-10-31 00:30:23
simplicissimus,loss,Kyoryuful Boyfriend,2020-10-31 00:30:45
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:30:46
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:31:29
metameta,first_win_end,Marineteam,2020-10-31 00:31:31
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:32:22
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:32:48
Puzzle Party Pals,loss,Codemanes,2020-10-31 00:32:58
Belmonsters,loss,Tateroids,2020-10-31 00:33:03
Time Vultures,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-31 00:34:10
Puzzle Party Pals,loss,Codemanes,2020-10-31 00:34:35
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:34:59
Belmonsters,loss,Tateroids,2020-10-31 00:35:00
Puzzle Party Pals,loss,Codemanes,2020-10-31 00:35:52
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:36:56
Belmonsters,win_start,Tateroids,2020-10-31 00:37:01
x potato,abandoned,Tateroids,2020-10-31 00:37:28
The Mystery Machine,win_start,Codemanes,2020-10-31 00:38:05
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 00:38:18
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:38:22
Belmonsters,first_win_end,Tateroids,2020-10-31 00:38:54
Belmonsters,abandoned,Tateroids,2020-10-31 00:38:56
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 00:38:59
simplicissimus,abandoned,Kyoryuful Boyfriend,2020-10-31 00:40:28
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:40:50
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 00:41:13
shipit-parrot.gif,loss,Codemanes,2020-10-31 00:43:39
shipit-parrot.gif,abandoned,Codemanes,2020-10-31 00:46:23
Duck Gizzards,abandoned,Mahjong Madness,2020-10-31 00:50:17
team woon's thesis,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 00:54:06
team woon's thesis,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 00:54:57
French Fries,loss,Codemanes,2020-10-31 00:56:24
team woon's thesis,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 00:56:47
team woon's thesis,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-31 01:00:30
team woon's thesis,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 01:00:46
weareyoung,loss,Kyoryuful Boyfriend,2020-10-31 01:02:20
team woon's thesis,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 01:02:35
team woon's thesis,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 01:02:48
team woon's thesis,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 01:03:15
team woon's thesis,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-31 01:04:43
x potato,abandoned,Tateroids,2020-10-31 01:08:26
Esoteric Coteries of /r/PictureGame,win_start,Codemanes,2020-10-31 01:12:16
x potato,loss,Tateroids,2020-10-31 01:15:02
Esoteric Coteries of /r/PictureGame,loss,Codemanes,2020-10-31 01:15:36
x potato,loss,Tateroids,2020-10-31 01:17:18
The Wombats,abandoned,Barbie's Murder Party at House on the Hill,2020-10-31 01:17:46
Esoteric Coteries of /r/PictureGame,loss,Codemanes,2020-10-31 01:17:52
!,loss,Ducky Crossing: Fishing Adventure!,2020-10-31 01:18:01
Esoteric Coteries of /r/PictureGame,loss,Codemanes,2020-10-31 01:20:12
x potato,loss,Tateroids,2020-10-31 01:20:21
x potato,win_start,Tateroids,2020-10-31 01:24:39
The Mystery Machine,loss,Barbie's Murder Party at House on the Hill,2020-10-31 01:24:52
Coastal Elote,loss,Barbie's Murder Party at House on the Hill,2020-10-31 01:24:58
!,win_start,Ducky Crossing: Fishing Adventure!,2020-10-31 01:25:36
The Mystery Machine,abandoned,Barbie's Murder Party at House on the Hill,2020-10-31 01:26:38
Coastal Elote,loss,Barbie's Murder Party at House on the Hill,2020-10-31 01:27:06
x potato,first_win_end,Tateroids,2020-10-31 01:28:44
!,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-31 01:29:30
Coastal Elote,loss,Barbie's Murder Party at House on the Hill,2020-10-31 01:32:29
Gawey Buwsey,win_start,Mutant Meeples on Ice,2020-10-31 01:33:15
Coastal Elote,loss,Barbie's Murder Party at House on the Hill,2020-10-31 01:36:58
🎃,loss,Codemanes,2020-10-31 01:39:56
x potato,abandoned,Tateroids,2020-10-31 01:44:31
Coastal Elote,loss,Barbie's Murder Party at House on the Hill,2020-10-31 01:44:56
Gawey Buwsey,first_win_end,Mutant Meeples on Ice,2020-10-31 01:46:32
